nct_id,title,phase,status,study_type,enrollment,lead_sponsor,sponsor_class,conditions,interventions,has_results,start_date,primary_completion,matched_term,matched_generic,attributed_term,ambiguous
NCT07254715,Effect of Itopride on Semaglutide Gastroparesis,PHASE4,RECRUITING,INTERVENTIONAL,60,Ain Shams University,OTHER,Semaglutide-Induced Gastric Motility|Anesthesia,Itopride HCI 50 mg|Placebo,no,2025-12,2026-04,semaglutide,semaglutide,semaglutide,no
NCT05429593,A Research Study Investigating How Semaglutide and Dapagliflozin Act in Your Body When Dosed in One Tablet,PHASE1,COMPLETED,INTERVENTIONAL,152,Novo Nordisk A/S,INDUSTRY,Healthy Volunteers,Semaglutide|Dapagliflozin|Semaglutide/dapagliflozin,no,2022-06-22,2023-03-10,semaglutide,semaglutide,semaglutide,no
NCT05016882,Research Study on Whether a Combination of 2 Medicines (NNC0194 0499 and Semaglutide) Works in People With Non-alcoholic Steatohepatitis (NASH),PHASE2,COMPLETED,INTERVENTIONAL,698,Novo Nordisk A/S,INDUSTRY,Non-alcoholic Steatohepatitis,NNC0194 0499 50 mg/mL|Placebo (NNC0194-0499)|Semaglutide 3 mg/mL|Semaglutide placebo|NNC0174 0833 10 mg/mL|NNC0174 0833 placebo,no,2021-08-31,2024-12-17,semaglutide,semaglutide,semaglutide,no
NCT02254291,A Trial Comparing the Safety and Efficacy of Semaglutide Once Weekly Versus Sitagliptin Once Daily in Japanese Subjects With Type 2 Diabetes,PHASE3,COMPLETED,INTERVENTIONAL,308,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2",semaglutide|semaglutide|sitagliptin,yes,2014-10-02,2015-11-11,semaglutide,semaglutide,semaglutide,no
NCT06884293,A Study Comparing IBI362 vs Semaglutide in Chinese Overweight or Obese Adults With Metabolic Dysfunction-associated Fatty Liver Disease （MAFLD）,PHASE3,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,479,Innovent Biologics (Suzhou) Co. Ltd.,INDUSTRY,Overweight|Metabolic Dysfunction-associated Fatty Liver Disease (MAFLD),IBI362|semaglutide,no,2025-05-09,2026-12-31,mazdutide;semaglutide,mazdutide,mazdutide,yes
NCT07411378,"Testing the Efficacy, Safety, and PK of 20E in Patients With Obesity Who Are Starting Treatment With the GLP-1 Agonist Semaglutide for Weight Loss.",PHASE2,NOT_YET_RECRUITING,INTERVENTIONAL,164,Biophytis,INDUSTRY,Muscle Wasting|Obesity & Overweight|Obesity,BIO101|Placebo|Semaglutide,no,2026-07,2027-06,semaglutide,semaglutide,semaglutide,no
NCT05897398,"SEMASEARCH, Retrospective/Prospective Cohort Nested at ATUc/AP2 WEGOVY®",NA,COMPLETED,OBSERVATIONAL,1100,Hospices Civils de Lyon,OTHER,Obesity|Bariatric Surgery|Binge Eating Disorder|Syndromic Obesity|Sarcopenic Obesity|Iatrogenic Obesity|Psychotropic Drugs,Data collection|Blood sampling|Questionnaires,no,2024-06-10,2025-06-10,semaglutide,semaglutide,semaglutide,no
NCT05669755,REDEFINE 3: A Research Study to See the Effects of CagriSema in People Living With Diseases in the Heart and Blood Vessels,PHASE3,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,7101,Novo Nordisk A/S,INDUSTRY,Cardiovascular Disease,Cagrilintide|Semaglutide|Placebo,no,2023-03-01,2027-09-01,cagrisema;semaglutide,cagrilintide+semaglutide,cagrisema,yes
NCT06184633,DUTCH Weight Control in Atrial Fibrillation Study,PHASE4,RECRUITING,INTERVENTIONAL,280,Rijnstate Hospital,OTHER,Atrial Fibrillation|Obesity|Weight Loss,Semaglutide 3.2 MG/ML|Placebo,no,2024-07-21,2026-05-01,semaglutide,semaglutide,semaglutide,no
NCT06118008,A Study of HS-20094 in T2DM Participants,PHASE2,COMPLETED,INTERVENTIONAL,54,"Jiangsu Hansoh Pharmaceutical Co., Ltd.",INDUSTRY,Type 2 Diabetes,HS-20094 5mg|HS-20094 10mg|HS-20094 15mg|HS-20094 20mg,no,2023-05-31,2024-01-04,semaglutide,semaglutide,semaglutide,no
NCT04200625,Semaglutide vs Dulaglutide on Epicardial Adipose Tissue,NA,COMPLETED,OBSERVATIONAL,80,University of Miami,OTHER,Epicardial Fat,,no,2019-09-24,2019-12-09,dulaglutide;semaglutide,dulaglutide,dulaglutide,yes
NCT07390110,Comparative Effectiveness of Oral Semaglutide vs Sitagliptin Among Individuals With Heart Failure With Preserved Ejection Fraction (STEP-HFpEF DM ORAL),NA,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,25664,Brigham and Women's Hospital,OTHER,Type 2 Diabetes|Heart Failure,Oral semaglutide|Sitagliptin,no,2026-01-24,2026-06-30,semaglutide,semaglutide,semaglutide,no
NCT04238962,A Research Study to Compare Two Different Forms of Once-weekly Semaglutide in Two Different Injection Pens,PHASE1,COMPLETED,INTERVENTIONAL,111,Novo Nordisk A/S,INDUSTRY,Overweight|Obesity,Semaglutide (administered by DV3396 pen-injector)|Semaglutide (administered by PDS290 pen-injector),no,2020-02-03,2020-10-20,semaglutide,semaglutide,semaglutide,no
NCT02060266,"Trial Investigating the Absorption, Metabolism and Excretion After a Single Subcutaneous Dose of [3H]-Semaglutide in Healthy Male Subjects",PHASE1,COMPLETED,INTERVENTIONAL,7,Novo Nordisk A/S,INDUSTRY,Diabetes|Healthy,semaglutide,no,2014-02-04,2014-04-28,semaglutide,semaglutide,semaglutide,no
NCT07446439,A Study to Evaluate Tradipitant on Treating Nausea and Vomiting Induced by GLP-1R Agonist Use,PHASE3,RECRUITING,INTERVENTIONAL,280,Vanda Pharmaceuticals,INDUSTRY,Nausea and Vomiting|Obesity,Tradipitant|Placebo,no,2026-03-27,2026-12-01,semaglutide,semaglutide,semaglutide,no
NCT07319975,Effect of Semaglutide and Tirzepatide Combined With Exercise in Obesity,NA,NOT_YET_RECRUITING,INTERVENTIONAL,48,Istanbul Galata University,OTHER,Obesity,Semaglutide|Tirzepatide|Tirzepatide+Exercise|Semaglutide+Exercise,no,2025-12-29,2026-10,tirzepatide;semaglutide,tirzepatide,tirzepatide,yes
NCT03899402,Triple Therapy in T1DM,PHASE2|PHASE3,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,78,State University of New York at Buffalo,OTHER,Type 1 Diabetes Mellitus,Insulin|Semaglutide|Dapagliflozin|Placebo to Dapagliflozin,no,2019-05-01,2026-01-31,semaglutide,semaglutide,semaglutide,no
NCT05202353,A Study in People With Obesity to Test the Effects of BI 456906 Compared With Semaglutide on Glucagon Receptor Activity in the Liver,PHASE1,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,29,Boehringer Ingelheim,INDUSTRY,Obesity,BI 456906|Semaglutide,no,2024-11-01,2027-01-06,survodutide;semaglutide,survodutide,survodutide,yes
NCT07187830,Visceral Adipose Tissue and Liver Changes Associated With Semaglutide in CKD,NA,RECRUITING,OBSERVATIONAL,52,University of Alberta,OTHER,Chronic Kidney Disease in Type 2 Diabetes|Obesity & Overweight,,no,2026-02-23,2027-12-15,semaglutide,semaglutide,semaglutide,no
NCT06605703,A Randomized Controlled Trial Comparing the Effectiveness of Different Treatment Options for Weight Management After Discontinuation of Semaglutide and Tirzepatide (GLP1 Transition Trial),PHASE4,COMPLETED,INTERVENTIONAL,226,WW International Inc,INDUSTRY,Obesity|Overweight,WW Clinic|Bupropion-Naltrexone|Bupropion-Naltrexone-Metformin,no,2024-09-18,2026-02-05,tirzepatide;semaglutide,tirzepatide,tirzepatide,yes
NCT06851962,Impact of Pharmacogenetic-Guided Treatment on Type 2 Diabetes.,PHASE4,COMPLETED,INTERVENTIONAL,92,Fundación para la Investigación del Hospital Clínico de Valencia,OTHER,Diabetes Mellitus Type 2,Metformin|Dulaglutide|Semaglutide 1.0 mg|Empagliflozin (BI 10773)|Canagliflozin|Dapagliflozin|pioglitazone|Sitagliptin|Vildagliptin (Galvus)|linagliptin,no,2025-05-26,2026-06-30,dulaglutide;semaglutide,dulaglutide,dulaglutide,yes
NCT05441267,A Study of Cardiovascular Events iN Diabetes Plus,PHASE4,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,21296,University of Oxford,OTHER,"Diabetes Mellitus, Type 2",Semaglutide Oral Tablet|Placebo oral tablet,no,2023-03-13,2028-08-17,semaglutide,semaglutide,semaglutide,no
NCT03021187,Efficacy and Safety of Oral Semaglutide Versus Placebo in Subjects With Type 2 Diabetes Mellitus Treated With Insulin,PHASE3,COMPLETED,INTERVENTIONAL,731,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2",semaglutide|semaglutide|semaglutide|placebo,yes,2017-02-02,2018-01-18,semaglutide,semaglutide,semaglutide,no
NCT02231684,"Investigating the Pharmacokinetics of Subcutaneous Injections With 1 mg/mL, 3 mg/mL, and 10 mg/mL Semaglutide Strengths and the Absolute Bioavailability of Semaglutide",PHASE1,COMPLETED,INTERVENTIONAL,42,Novo Nordisk A/S,INDUSTRY,Diabetes|Healthy,semaglutide|semaglutide,no,2014-09,2015-01,semaglutide,semaglutide,semaglutide,no
NCT07737522,Myocardial Metabolic Flux in Pulmonary Arterial Hypertension,PHASE2,NOT_YET_RECRUITING,INTERVENTIONAL,32,Imperial College London,OTHER,Pulmonary Arterial Hypertension,GLP-1 agonist,no,2026-10-01,2028-10-01,semaglutide,semaglutide,semaglutide,no
NCT05813925,A Research Study to See How Well CagriSema Helps People in East Asia With Excess Body Weight Lose Weight,PHASE3,COMPLETED,INTERVENTIONAL,331,Novo Nordisk A/S,INDUSTRY,Obesity or Overweight,Cagrilintide|Semaglutide|Placebo Semaglutide,no,2023-04-03,2025-01-17,cagrisema;semaglutide,cagrilintide+semaglutide,cagrisema,yes
NCT05161429,BESTMED: Observational Evaluation of Second Line Therapy Medications in Diabetes,NA,UNKNOWN,OBSERVATIONAL,550000,Brigham and Women's Hospital,OTHER,"Diabetes Mellitus, Type 2",DPP4|GLP-1 receptor agonist|Basal Insulin|SLGT2|SU,no,2021-07-01,2024-06-30,dulaglutide;liraglutide;semaglutide,dulaglutide,dulaglutide,yes
NCT05502562,A Research Study to Understand How Oral Semaglutide Works in People With Type 2 Diabetes in India,NA,COMPLETED,OBSERVATIONAL,388,Novo Nordisk A/S,INDUSTRY,"Diabetes Mellitus, Type 2",Oral semaglutide,no,2023-02-24,2024-06-03,semaglutide,semaglutide,semaglutide,no
NCT05579977,Trial to Learn About the Study Medicine (PF-07081532) and Rybelsus in People With Type 2 Diabetes and Separately PF-07081532 in People With Obesity,PHASE2,TERMINATED,INTERVENTIONAL,902,Pfizer,INDUSTRY,Diabetes Mellitus|Obesity,PF-07081532|Placebo|Rybelsus,yes,2022-10-27,2023-07-14,semaglutide,semaglutide,semaglutide,no
NCT07801820,Phase 2 Clinical Study of MWN109 Tablets in Participants With Type 2 Diabetes Mellitus,PHASE2,RECRUITING,INTERVENTIONAL,240,"Shanghai Minwei Biotechnology Co., Ltd",INDUSTRY,Type 2 Diabetes Mellitus (T2DM),MWN109 1|MWN109 2|MWN109 3|MWN109 4|Placebo|Semaglutide Tablets,no,2026-06-23,2027-03,semaglutide,semaglutide,semaglutide,no
NCT05891496,A Research Study Looking at the Effect of Semaglutide on the Immune System and Other Biological Processes in People With Alzheimer's Disease,PHASE3,COMPLETED,INTERVENTIONAL,23,Novo Nordisk A/S,INDUSTRY,Alzheimers Disease,Semaglutide|Placebo,yes,2023-06-20,2024-08-19,semaglutide,semaglutide,semaglutide,no
NCT06401746,Body Surface Gastric Mapping in Patients on Semaglutide,NA,COMPLETED,OBSERVATIONAL,9,University of Western Sydney,OTHER,Semaglutide-Induced Gastric Motility|Gastroparesis,Gastric Alimetry,yes,2024-05-01,2025-03-13,semaglutide,semaglutide,semaglutide,no
NCT07293325,Semaglutide and Tirzepatide for Genetic Aging Delay in Adults With Obesity,NA,RECRUITING,INTERVENTIONAL,66,"Second Affiliated Hospital, Zhejiang University, School of Medicine",OTHER,Adults With Simple Obesity,Semaglutide|Tirzepatide|Metformin,no,2025-06-02,2027-04-02,tirzepatide;semaglutide,tirzepatide,tirzepatide,yes
NCT05829460,Primary Prevention and Uterine Preservation in Premenopausal Women With Obesity and Endometrial Hyperplasia,PHASE2,WITHDRAWN,INTERVENTIONAL,0,Washington University School of Medicine,OTHER,Endometrial Hyperplasia,Semaglutide|Placebo|LNG-IUD (Progestin)|Telemedicine behavioral weight program,no,2025-03-12,2030-04-30,semaglutide,semaglutide,semaglutide,no
NCT05755360,DOORS: A Research Study to Understand How Oral Semaglutide Works in People With Type 2 Diabetes Who Change From Dipeptidyl Peptidase-4 Inhibitor (DPP4i) Treatment to Oral Semaglutide in Italy,NA,COMPLETED,OBSERVATIONAL,291,Novo Nordisk A/S,INDUSTRY,"Diabetes Mellitus, Type 2",Semaglutide,no,2023-02-21,2024-10-21,semaglutide,semaglutide,semaglutide,no
NCT06830343,"The Safety, Tolerability, and Pharmacokinetics of of SYH9017 in Chinese Participants With Overweight and Obesity",PHASE1,RECRUITING,INTERVENTIONAL,66,"CSPC Baike (Shandong) Biopharmaceutical Co., Ltd.",INDUSTRY,Overweight or Obesity,SYH9017|Placebo|Wegovy ®,no,2025-02-27,2026-08-01,semaglutide,semaglutide,semaglutide,no
NCT02070510,A Trial Investigating the Influence of Oral Semaglutide on the Pharmacokinetics of Lisinopril and Warfarin in Healthy Subjects,PHASE1,COMPLETED,INTERVENTIONAL,52,Novo Nordisk A/S,INDUSTRY,Diabetes|Healthy,semaglutide|lisinopril|warfarin|placebo,no,2014-02-27,2014-08-20,semaglutide,semaglutide,semaglutide,no
NCT01572753,Investigation of Optimal Dosing Conditions for a Long Acting GLP-1 Analogue in Healthy Male Subjects,PHASE1,COMPLETED,INTERVENTIONAL,161,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2|Healthy",semaglutide|semaglutide|semaglutide|semaglutide|semaglutide|semaglutide|semaglutide|semaglutide,no,2012-04-12,2012-09-08,semaglutide,semaglutide,semaglutide,no
NCT05574439,Young Adults With Early-onset Obesity Treated With Semaglutide,PHASE4,COMPLETED,INTERVENTIONAL,246,Signe Torekov,OTHER,"Obesity, Adolescent",TCOC treatment|Semaglutide 3 mg/ml|Placebo (Semaglutide 3 mg/ml),no,2022-05-30,2026-04-01,semaglutide,semaglutide,semaglutide,no
NCT03498001,Effects of GLP-1 Agonists on CArdiac Steatosis Evaluated by Magnetic Resonance Imaging,NA,COMPLETED,INTERVENTIONAL,42,Centre Hospitalier Universitaire Dijon,OTHER,Type II Diabetes,GLP-1 agonists|Cardiac MRI|Follow up by phone,no,2018-04-16,2023-06-06,dulaglutide;liraglutide;semaglutide,dulaglutide,dulaglutide,yes
NCT06571383,STEP TEENS Weight Maintenance: A Research Study on How Well Semaglutide Helps Teenagers With Excess Body Weight to Lose Weight and Maintain Weight Loss,PHASE4,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,500,Novo Nordisk A/S,INDUSTRY,Obesity,Semaglutide,no,2024-09-17,2028-11-15,semaglutide,semaglutide,semaglutide,no
NCT07668388,A Research Study Comparing How Well Different Doses of the Medicine UBT251 Lower Blood Sugar in People With Type 2 Diabetes,PHASE2,RECRUITING,INTERVENTIONAL,300,Novo Nordisk A/S,INDUSTRY,"Diabetes Mellitus, Type 2",UBT251|UBT251 Placebo|Semaglutide|Semaglutide Placebo,no,2026-06-22,2027-10-04,semaglutide,semaglutide,semaglutide,no
NCT07285902,A Study Comparing the Efficacy and Safety of HRS9531 Injection With Semaglutide Injection in Subjects With Obesity,PHASE3,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,572,"Fujian Shengdi Pharmaceutical Co., Ltd.",INDUSTRY,Obesity,HRS9531 injection|Semaglutide Injection,no,2025-12-25,2027-03,semaglutide,semaglutide,semaglutide,no
NCT07156331,Research on Effects of Drugs on Body Composition and Function With Imaging in Diabetes,NA,NOT_YET_RECRUITING,OBSERVATIONAL,20,Kristin Clemens,OTHER,Type 2 Diabetes,,no,2025-10-01,2027-10-01,tirzepatide;semaglutide,tirzepatide,tirzepatide,yes
NCT05078255,The Separate and Combined Effects of Long-term GIP and GLP-1 Receptor Activation in Patients with Type 2 Diabetes,NA,COMPLETED,INTERVENTIONAL,61,"Asger Lund, MD",OTHER,Type 2 Diabetes|Obesity,Semaglutide 1.34 MG/ML [Ozempic]|Glucose-dependent insulinotropic polypeptide (GIP)|Semaglutide 1.34 mg/ml placebo|GIP placebo,no,2022-01-27,2025-01-06,semaglutide,semaglutide,semaglutide,no
NCT06633783,A Phase III Study Comparing the Weight Loss Effects of Semaglutide Injection and Wegovy®,PHASE3,NOT_YET_RECRUITING,INTERVENTIONAL,370,"Hangzhou Jiuyuan Gene Engineering Co. Ltd.,",INDUSTRY,Obesity,Semaglutide|Semaglutide,no,2024-10-30,2026-05-30,semaglutide,semaglutide,semaglutide,no
NCT06972992,"A Study to Evaluate Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of ASC47 in Combination With Semaglutide",PHASE1,COMPLETED,INTERVENTIONAL,28,"Ascletis Pharma (China) Co., Limited",INDUSTRY,Chronic Weight Management,ASC47 +Semaglutide|Placebo+Semaglutide,no,2025-04-18,2025-09-22,semaglutide,semaglutide,semaglutide,no
NCT01766245,"A Randomised, Single Centre, Double-blind, Two-period, Cross-over Trial in Healthy Subjects Investigating the Bioequivalence Between Subcutaneous Injections of Semaglutide Produced by Two Manufacturing Processes",PHASE1,COMPLETED,INTERVENTIONAL,28,Novo Nordisk A/S,INDUSTRY,Diabetes|Healthy,semaglutide,no,2012-12,2013-05,semaglutide,semaglutide,semaglutide,no
NCT03724981,A Study Comparing the Dulaglutide Pen and the Semaglutide Pen,PHASE4,COMPLETED,INTERVENTIONAL,312,Eli Lilly and Company,INDUSTRY,"Diabetes Mellitus, Type 2",Dulaglutide Pen|Semaglutide Pen,yes,2018-10-18,2019-04-12,dulaglutide;semaglutide,dulaglutide,dulaglutide,yes
NCT06499857,Semaglutide for Metabolic Intervention and Adipose Loss to Treat Atrial Fibrillation,PHASE3,RECRUITING,INTERVENTIONAL,200,University of Chicago,OTHER,Overweight or Obesity|Atrial Fibrillation,Semaglutide|Placebo,no,2025-04-14,2027-12,semaglutide,semaglutide,semaglutide,no
NCT07592546,Translational Health Research Into Vascular and Neurocognitive Effects of Weight Loss,PHASE4,NOT_YET_RECRUITING,INTERVENTIONAL,240,Alain Dagher,OTHER,Class I/II Obesity,semaglutide,no,2026-08-01,2028-12-01,semaglutide,semaglutide,semaglutide,no
NCT02249910,Investigating the Influence of Oral Semaglutide on Pharmacokinetics of Metformin and Digoxin in Healthy Subjects,PHASE1,COMPLETED,INTERVENTIONAL,32,Novo Nordisk A/S,INDUSTRY,Diabetes|Healthy,semaglutide|metformin|digoxin|placebo,no,2014-09-18,2015-03-06,semaglutide,semaglutide,semaglutide,no
NCT07056803,Oral vs. Subcutaneous Semaglutide in Type 2 Diabetes Mellitus,NA,COMPLETED,OBSERVATIONAL,212,University of Palermo,OTHER,Diabetes Mellitus Type 2,Oral semaglutide|subcutaneous semaglutide,no,2024-01-01,2024-06-25,semaglutide,semaglutide,semaglutide,no
NCT05501483,Adipose Tissue Heterogeneity and Its Link to Type 2 Diabetes,NA,RECRUITING,INTERVENTIONAL,60,Karolinska Institutet,OTHER,Type 2 Diabetes,Pioglitazone 45 mg|Empagliflozin 25 MG|Semaglutide 7 MG,no,2023-02-08,2026-09-01,semaglutide,semaglutide,semaglutide,no
NCT04854083,Semaglutide as an Adjunct to Dieting in the Treatment of Type 2 Diabetes,PHASE4,UNKNOWN,INTERVENTIONAL,50,Kirsi Pietiläinen,OTHER,Type2 Diabetes,"Semaglutide, 1.34 mg/mL|Placebo",no,2022-02-17,2025-08,semaglutide,semaglutide,semaglutide,no
NCT06989203,Protein Supplementation Intervention on Body Weight,NA,RECRUITING,INTERVENTIONAL,140,Chinese Academy of Sciences,OTHER_GOV,Obesity|Weight Loss|Protein Supplementation,General lifestyle and nutritional education|Calorie-restricted balanced diet|semaglutide|Dietary protein supplementation,no,2025-06-10,2026-12-31,semaglutide,semaglutide,semaglutide,no
NCT05254314,"Glucagon-Like Peptide-1 Receptor Agonist in the Treatment of Adult, Obesity-related, Symptomatic Asthma (GATA-3)",PHASE2,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,100,Vanderbilt University Medical Center,OTHER,Asthma,Semaglutide Pen Injector 2.4mg weekly|Placebo,no,2022-10-11,2026-09,semaglutide,semaglutide,semaglutide,no
NCT05249881,"""Efficacy of Once Weekly GLP 1 Analogue: Semaglutide. A Multicenter Experience From Pakistan.""",EARLY_PHASE1,UNKNOWN,INTERVENTIONAL,300,Aga Khan University,OTHER,"Diabetes Mellitus, Type 2|Weight Change, Body",Semaglutide Pen Injector,no,2022-03-10,2022-12,semaglutide,semaglutide,semaglutide,no
NCT06363747,The Medically Reproducing Bariatric Surgery (MRB) II Study,PHASE2|PHASE3,ACTIVE_NOT_RECRUITING,INTERVENTIONAL,50,Durham VA Medical Center,FED,Type 2 Diabetes|Obesity,Very Low Calorie Diet,no,2024-06-24,2025-11-03,semaglutide,semaglutide,semaglutide,no
NCT06507475,Real World Effectiveness of Oral Semaglutide in Thailand Participants With Type 2 Diabetes,NA,COMPLETED,OBSERVATIONAL,209,Novo Nordisk A/S,INDUSTRY,"Diabetes Mellitus, Type 2",Semaglutide,no,2024-09-07,2024-12-20,semaglutide,semaglutide,semaglutide,no
NCT07770841,Research Study on How Well Oral Semaglutide Works for Weight Loss in Adults With Excess Body Weight,PHASE3,RECRUITING,INTERVENTIONAL,450,Novo Nordisk A/S,INDUSTRY,Overweight|Obesity,Semaglutide|Placebo,no,2026-08-12,2028-02-22,semaglutide,semaglutide,semaglutide,no
NCT05622045,"Does Personality Predict Patient Adherence, Health Behaviors, and Weight Loss Outcomes During the Latino Crossover Semaglutide Study (LCSS)? (Story-LCSS Project)",NA,ACTIVE_NOT_RECRUITING,OBSERVATIONAL,59,Loma Linda University,OTHER,Obesity|Body Weight Changes,Voice data,no,2023-02-01,2024-05-29,semaglutide,semaglutide,semaglutide,no
NCT07018544,"A Multicentre, Prospective, Single-arm, Non-interventional Regulatory Post-marketing Surveillance (rPMS) Study to Investigate the Safety and Effectiveness of Wegovy® (Semaglutide) in Patients With Obesity and Patients With Overweight in Routine Clinical Practice in Korea",NA,ENROLLING_BY_INVITATION,OBSERVATIONAL,840,Novo Nordisk A/S,INDUSTRY,Obesity and Overweight,semaglutide,no,2024-11-19,2027-02-28,semaglutide,semaglutide,semaglutide,no
NCT02863419,Efficacy and Safety of Oral Semaglutide Versus Liraglutide and Versus Placebo in Subjects With Type 2 Diabetes Mellitus,PHASE3,COMPLETED,INTERVENTIONAL,711,Novo Nordisk A/S,INDUSTRY,"Diabetes|Diabetes Mellitus, Type 2",semaglutide|liraglutide|placebo,yes,2016-08-10,2017-08-19,liraglutide;semaglutide,liraglutide,liraglutide,yes
NCT06959784,Assessing Incretin Therapy for Cardiovascular Risk Reduction and Diabetes Remission( ITCRDR Study),PHASE4,ENROLLING_BY_INVITATION,INTERVENTIONAL,142,China-Japan Friendship Hospital,OTHER,Diabetes Mellitus|Cardiovascular Diseases|Cerebrovascular Disease,semaglutide|Metformin,no,2024-01-01,2026-12-31,semaglutide,semaglutide,semaglutide,no
NCT06072963,COMMETS- Combination MCI Metabolic Syndrome,PHASE2,RECRUITING,INTERVENTIONAL,80,"Rutgers, The State University of New Jersey",OTHER,Alzheimer Disease|Mild Cognitive Impairment|Metabolic Syndrome,Semaglutide|Intranasal insulin|Semaglutide placebo|Intranasal insulin placebo,no,2024-01-30,2027-12-01,semaglutide,semaglutide,semaglutide,no
NCT04741074,Effect of Subcutaneous Semaglutide on Kidney Transplant Candidacy,PHASE3,TERMINATED,INTERVENTIONAL,15,Geisinger Clinic,OTHER,CKD|Diabetic Kidney Disease|Type 2 Diabetes Mellitus in Obese|Obesity|Severe Obesity,"Semaglutide 2 mg/1.5 ml (1.34 mg/ml), prefilled pen-injector for subcutaneous injection solution|Placebo 1.5 ml, prefilled pen-injector for subcutaneous injection solution",yes,2021-07-23,2023-01-31,semaglutide,semaglutide,semaglutide,no
